M,11,1.5,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,11,1.5,60,10.511,10,-10,10.2057,10,0,5,16
M,12,1.75,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,12,1.75,60,11.418,10,-10,11.0633,10,0,5,16
M,14,2,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,14,2,60,13.32,14,-14,12.913,14,0,5,14
M,16,2,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,16,2,60,15.32,14,-14,14.913,14,0,5,14
M,18,2.5,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,18,2.5,60,17.107,14,-14,16.6002,14,0,5,14
M,20,2.5,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,20,2.5,60,19.107,14,-14,18.6002,14,0,5,14
M,22,2.5,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,22,2.5,60,21.107,14,-14,20.6002,14,0,5,14
M,24,3,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,24,3,60,22.923,14,-14,22.3164,14,0,5,13
M,27,3,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,27,3,60,25.923,14,-14,25.3164,14,0,5,13
M,30,3.5,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,30,3.5,60,28.714,14,-14,28.0067,14,0,5,12
M,33,3.5,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,33,3.5,60,31.714,14,-14,31.0067,14,0,5,12
M,36,4,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,36,4,60,34.509,14,-14,33.7019,14,0,5,11
M,39,4,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,39,4,60,37.509,14,-14,36.7019,14,0,5,11
M,42,4.5,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,42,4.5,60,40.299,14,-14,39.3922,14,0,5,11
M,45,4.5,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,45,4.5,60,43.299,14,-14,42.3922,14,0,5,11
